mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
11.481777393595111;0.06662529910047187;0.10100807437685046;9.93301240405604;-0.004036072232105137;0.7213217491462497;0.0;008GT_BI;2025-10-04 13:33:41.810851
