model;MAPE;MAE;RMSE;sMAPE;Bias;R2
lightgbm;3.346672077792763;0.04245438366338373;0.12254297932290907;7.16225198383098;0.010237026094263661;0.2322850226966825
autoarima;9.138281161987475;0.08812343118163336;0.14135456982524267;12.960635726363707;-0.020512284784307274;-0.021510535313415957
nhits;10.652614408760872;0.10131428209515966;0.14664720197562878;14.76961000786681;-0.046730590814386526;-0.0994379043055047
nbeats;6.9355840516018326;0.06989955008656659;0.13304766862336564;10.65545269430007;0.0043483823886430375;0.0950227092884316
tft;9.761518216074384;0.09279109922128197;0.16023206288801364;13.897605987767793;0.005448051719500857;-0.312568542275645
