metrica;valor;forecast_horizon
MAPE;6.283929045971152;90
MAE;0.07587119641498336;90
RMSE;0.20137922925330393;90
sMAPE;12.386721123406765;90
Bias;0.008529070209691193;90
R2;0.07276501651041505;90
forecast_horizon;90.0;90
