empresa;MAPE;MAE;RMSE;sMAPE;R2;Bias;forecast_horizon
005;22.49754056533673;0.14362311434991895;0.1815906417085337;21.961092659723967;-0.19344948296554376;-0.017656024495198954;30.0
006;57.584435107774105;0.12819602499825408;0.1777837187227136;17.732204273744042;-0.9199349367985341;-0.08400480463145;30.0
008;27.77948995627988;0.1706143647390926;0.19532357866630248;25.930161481482408;-0.4987307144592874;-0.008924835533346673;30.0
