metrica;valor;forecast_horizon
MAPE;13.110680126673548;60
MAE;0.1317914741285996;60
RMSE;0.24863208599207118;60
sMAPE;27.941407929928154;60
Bias;0.03930649724014111;60
R2;0.1515887159913072;60
forecast_horizon;60.0;60
