mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
30.128355781406295;0.16384345841425982;0.2005275756565567;26.367750695103;0.009479505522073847;-0.17019065733403305;0.0;012ARR_ERP_BI;2025-10-04 13:33:52.118273
