mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
26.163255367492493;0.11066798621893417;0.14965324423988988;22.200182461787737;0.012042237405771462;0.35511012798524044;0.01092896174863388;007BE_ERP_BI;2025-10-04 13:33:28.326698
