metrica;valor;forecast_horizon
MAPE;7.713252415336956;30
MAE;0.06582697834208348;30
RMSE;0.11409723097369544;30
sMAPE;10.096073009463097;30
Bias;-0.0009488897108697001;30
R2;0.3622743839762812;30
forecast_horizon;30.0;30
