mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
9.460472268688063;0.06869801678541622;0.10101179998945463;9.586157502296988;0.04992274843744799;-1.079700016026452;0.00546448087431694;005RG_ERP_BI;2025-10-04 13:33:04.335963
