metrica;valor;forecast_horizon
MAPE;5.3276577887529815;30
MAE;0.06336708104005628;30
RMSE;0.19151395683515768;30
sMAPE;66.88737395463963;30
Bias;0.020387216017448345;30
R2;0.7829855238099445;30
forecast_horizon;30.0;30
