mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
35.118450359542386;0.1749662643485742;0.2231284618334987;34.146804264250626;-0.037661987775044356;0.08840741504332383;0.02185792349726776;014PR_ERP_BI;2025-10-04 13:34:49.788112
