data;volume_Quantidade
2025-10-04;11.786906728090008
2025-10-05;3.739510681678446
2025-10-06;7.934499879202457
2025-10-07;5.710671172038126
2025-10-08;6.181511221154541
2025-10-09;11.307456695906442
2025-10-10;12.381161413641328
2025-10-11;6.697618776076841
2025-10-12;3.593708960687995
2025-10-13;6.574034076056701
2025-10-14;8.712152007882668
2025-10-15;13.892353532558788
2025-10-16;11.250722642210448
2025-10-17;10.752127397828371
2025-10-18;10.23755689050647
2025-10-19;3.6767336474727697
2025-10-20;5.8407534219394
2025-10-21;5.925403995290218
2025-10-22;15.900813669297136
2025-10-23;7.889122980235584
2025-10-24;10.993024046683853
2025-10-25;9.768749776293955
2025-10-26;4.191169179012347
2025-10-27;11.463945990945266
2025-10-28;12.05530748321938
2025-10-29;16.452207414825274
2025-10-30;26.88885667901832
2025-10-31;13.409690052073064
2025-11-01;7.067003965123839
2025-11-02;4.227271280929144
