metrica;valor;forecast_horizon
MAPE;16.511260306695956;60
MAE;0.18539594537876086;60
RMSE;0.3754381112816068;60
sMAPE;113.02491051376511;60
Bias;0.04998010603406054;60
R2;0.3356956818044489;60
forecast_horizon;60.0;60
