model;MAPE;MAE;RMSE;sMAPE;Bias;R2
lightgbm;10.7071737488952;0.1163231991445866;0.2398842486430777;86.11287557590079;0.02935696478410176;0.6384411694092441
autoarima;39.402805518299445;0.38303172413119624;0.39916402297664405;108.26021668248373;-0.013243863396789091;-0.00110191204535659
nhits;33.467431619063746;0.258392933997403;0.31930770903857036;104.61362282386999;-0.06703970214374266;0.35938911097157067
nbeats;26.73163505272279;0.22173372800085975;0.29267463296792934;98.0771237480839;-0.03682420066282167;0.46179754604960055
tft;32.06990390431992;0.24302896662581858;0.39265894686739866;107.18138751273344;-0.0014920094968412874;0.03126162551503975
