empresa;metrica;valor
001;MAPE;7.687338661888554
001;MAE;0.0652535322087438
001;RMSE;0.08150712385681283
001;sMAPE;7.949694205684409
001;Bias;-0.035105547541369686
001;R2;-0.95911150665276
001;forecast_horizon;30.0
002;MAPE;15.086755928859908
002;MAE;0.10766900857598038
002;RMSE;0.1610618157288962
002;sMAPE;16.169341286404585
002;Bias;0.021408714213814874
002;R2;-0.19361747010965624
002;forecast_horizon;30.0
