data;vendas_forecast;Empresa;Database
2025-05-05;14431.195719361122;001;006GF_BI
2025-05-06;21003.477135885696;001;006GF_BI
2025-05-07;30673.118596817272;001;006GF_BI
2025-05-08;19403.79344064465;001;006GF_BI
2025-05-09;16570.636298373996;001;006GF_BI
2025-05-10;13569.27685578402;001;006GF_BI
2025-05-11;11942.314718677684;001;006GF_BI
2025-05-12;13889.038861883015;001;006GF_BI
2025-05-13;15673.083174692825;001;006GF_BI
2025-05-14;8017.5806843988685;001;006GF_BI
2025-05-15;10216.290830996399;001;006GF_BI
2025-05-16;17112.537134388152;001;006GF_BI
2025-05-17;10968.046041904374;001;006GF_BI
2025-05-18;11097.782255559308;001;006GF_BI
2025-05-19;12550.01890598747;001;006GF_BI
2025-05-20;7164.812776117058;001;006GF_BI
2025-05-21;6552.223551138339;001;006GF_BI
2025-05-22;6811.653046074483;001;006GF_BI
2025-05-23;16999.504324613856;001;006GF_BI
2025-05-24;12170.25369991732;001;006GF_BI
2025-05-25;10298.082035896277;001;006GF_BI
2025-05-26;17625.748283452886;001;006GF_BI
2025-05-27;15088.02558180688;001;006GF_BI
2025-05-28;13423.650469109682;001;006GF_BI
2025-05-29;5551.421800469091;001;006GF_BI
2025-05-30;7700.710232783576;001;006GF_BI
2025-05-31;8546.116007017783;001;006GF_BI
2025-06-01;12735.103174889913;001;006GF_BI
2025-06-02;14805.384449165258;001;006GF_BI
2025-06-03;16630.710386546485;001;006GF_BI
2025-05-05;9432.014718895203;003;006GF_BI
2025-05-06;16133.40598662308;003;006GF_BI
2025-05-07;13076.014680809894;003;006GF_BI
2025-05-08;6200.782729036428;003;006GF_BI
2025-05-09;6549.707337914;003;006GF_BI
2025-05-10;4177.981334826906;003;006GF_BI
2025-05-11;5000.084013375147;003;006GF_BI
2025-05-12;7830.104871587875;003;006GF_BI
2025-05-13;9602.554514343057;003;006GF_BI
2025-05-14;12350.062065214104;003;006GF_BI
2025-05-15;12158.982269219163;003;006GF_BI
2025-05-16;11223.82734922074;003;006GF_BI
2025-05-17;14656.03246999143;003;006GF_BI
2025-05-18;16462.133263924294;003;006GF_BI
2025-05-19;10007.130767978837;003;006GF_BI
2025-05-20;12008.893875004469;003;006GF_BI
2025-05-21;10028.281117533039;003;006GF_BI
2025-05-22;8951.789643427099;003;006GF_BI
2025-05-23;8644.89913389225;003;006GF_BI
2025-05-24;10170.166759827356;003;006GF_BI
2025-05-25;10996.002220393517;003;006GF_BI
2025-05-26;9652.587222695363;003;006GF_BI
2025-05-27;13431.936404264927;003;006GF_BI
2025-05-28;13098.110687938388;003;006GF_BI
2025-05-29;12870.65186433716;003;006GF_BI
2025-05-30;16260.600487378313;003;006GF_BI
2025-05-31;20333.900256144767;003;006GF_BI
2025-06-01;23044.886649877364;003;006GF_BI
2025-06-02;16800.015401669538;003;006GF_BI
2025-06-03;11038.635702052317;003;006GF_BI
2025-05-05;9939.432440581364;004;006GF_BI
2025-05-06;5726.397712709337;004;006GF_BI
2025-05-07;4162.1911914242655;004;006GF_BI
2025-05-08;3956.136718612609;004;006GF_BI
2025-05-09;6197.137490794824;004;006GF_BI
2025-05-10;5775.74013533965;004;006GF_BI
2025-05-11;1659.100524845649;004;006GF_BI
2025-05-12;6002.326982271243;004;006GF_BI
2025-05-13;5631.943558692628;004;006GF_BI
2025-05-14;3147.5298231287256;004;006GF_BI
2025-05-15;4018.2516663839597;004;006GF_BI
2025-05-16;2254.820662689264;004;006GF_BI
2025-05-17;3289.8747609325474;004;006GF_BI
