empresa;metrica;valor
GER;MAPE;13.968739506134934
GER;MAE;0.1241666112673442
GER;RMSE;0.21582435319764895
GER;sMAPE;20.150032978283846
GER;Bias;0.024731142049638385
GER;R2;-0.24098505234674983
GER;forecast_horizon;30.0
