empresa;metrica;valor
001;MAPE;44.795359318746094
001;MAE;0.34617911714614064
001;RMSE;0.41479564566947785
001;sMAPE;160.21336057899316
001;Bias;-0.12772207695933266
001;R2;-0.3618538086899661
001;forecast_horizon;30.0
002;MAPE;11.453197655347374
002;MAE;0.08319965157035517
002;RMSE;0.10044905496443325
002;sMAPE;11.220352418890645
002;Bias;-0.00839921048118978
002;R2;-0.2541086414723066
002;forecast_horizon;30.0
