mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
14.466438708469473;0.08611585084958627;0.12227360055915701;12.520581925940718;0.013068388167110685;0.5005657841568316;0.0;005NO_ERP_BI;2025-10-04 13:32:51.911950
