mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
13.079517204332364;0.08101035989759026;0.11361488687669902;10.428560456264735;0.012852093094388272;-0.5066372756774944;0.0;005ATS_ERP_BI;2025-09-28 08:18:39.045061
