data;vendas_previstas;forecast_horizon
2025-10-04;8178.902727215178;90
2025-10-05;8178.902727215178;90
2025-10-06;9256.51695950421;90
2025-10-07;9256.51695950421;90
2025-10-08;9256.51695950421;90
2025-10-09;9256.51695950421;90
2025-10-10;8178.902727215178;90
2025-10-11;6224.465231972607;90
2025-10-12;6224.465231972607;90
2025-10-13;8178.902727215178;90
2025-10-14;8178.902727215178;90
2025-10-15;8266.96796231528;90
2025-10-16;7328.512490607229;90
2025-10-17;7328.512490607229;90
2025-10-18;7328.512490607229;90
2025-10-19;6536.527155168603;90
2025-10-20;6536.527155168603;90
2025-10-21;6536.527155168603;90
2025-10-22;5611.553464651766;90
2025-10-23;4921.635172458418;90
2025-10-24;4416.212997556627;90
2025-10-25;4240.811195094126;90
2025-10-26;4240.811195094126;90
2025-10-27;4240.811195094126;90
2025-10-28;4240.811195094126;90
2025-10-29;4240.811195094126;90
2025-10-30;4240.811195094126;90
2025-10-31;3763.815106303695;90
2025-11-01;3050.3412515288264;90
2025-11-02;3050.3412515288264;90
2025-11-03;3763.815106303695;90
2025-11-04;4234.203714116641;90
2025-11-05;4234.203714116641;90
2025-11-06;4234.203714116641;90
2025-11-07;3763.815106303695;90
2025-11-08;3763.815106303695;90
2025-11-09;3763.815106303695;90
2025-11-10;4234.203714116641;90
2025-11-11;4295.77273247463;90
2025-11-12;4295.77273247463;90
2025-11-13;4234.203714116641;90
2025-11-14;3763.815106303695;90
2025-11-15;3050.3412515288264;90
2025-11-16;3763.815106303695;90
2025-11-17;3763.815106303695;90
2025-11-18;3763.815106303695;90
2025-11-19;3763.815106303695;90
2025-11-20;3580.600863592319;90
2025-11-21;3050.3412515288264;90
2025-11-22;2627.6879692781486;90
2025-11-23;2627.6879692781486;90
2025-11-24;3050.3412515288264;90
2025-11-25;3496.610695105618;90
2025-11-26;3496.610695105618;90
2025-11-27;3496.610695105618;90
2025-11-28;3050.3412515288264;90
2025-11-29;3050.3412515288264;90
2025-11-30;3050.3412515288264;90
2025-12-01;3496.610695105618;90
2025-12-02;3694.259892569298;90
2025-12-03;3496.610695105618;90
2025-12-04;3050.3412515288264;90
2025-12-05;2627.6879692781486;90
2025-12-06;2421.4841624572077;90
2025-12-07;2158.5649728286953;90
2025-12-08;2421.4841624572077;90
2025-12-09;2627.6879692781486;90
2025-12-10;2627.6879692781486;90
2025-12-11;2627.6879692781486;90
2025-12-12;2421.4841624572077;90
2025-12-13;2421.4841624572077;90
2025-12-14;2421.4841624572077;90
2025-12-15;2627.6879692781486;90
2025-12-16;3050.3412515288264;90
2025-12-17;3050.3412515288264;90
2025-12-18;3050.3412515288264;90
2025-12-19;2627.6879692781486;90
2025-12-20;2421.4841624572077;90
2025-12-21;2627.6879692781486;90
2025-12-22;3050.3412515288264;90
2025-12-23;3496.610695105618;90
2025-12-24;3694.259892569298;90
2025-12-25;3694.259892569298;90
2025-12-26;3496.610695105618;90
2025-12-27;3496.610695105618;90
2025-12-28;3496.610695105618;90
2025-12-29;3694.259892569298;90
2025-12-30;3976.5639652322666;90
2025-12-31;3976.5639652322666;90
2026-01-01;3976.5639652322666;90
