data;vendas_previstas;forecast_horizon
2025-10-07;52679.05908432101;90
2025-10-08;113902.18470040159;90
2025-10-09;126488.2563987731;90
2025-10-10;209898.82448090194;90
2025-10-11;3.8073501563848455;90
2025-10-12;0.0;90
2025-10-13;166085.8212029303;90
2025-10-14;218031.85692347458;90
2025-10-15;123528.7252957668;90
2025-10-16;94547.33008948978;90
2025-10-17;99119.9719627341;90
2025-10-18;0.34721134352598415;90
2025-10-19;0.0;90
2025-10-20;268768.7525274139;90
2025-10-21;113024.97613508166;90
2025-10-22;137395.33406354478;90
2025-10-23;332224.68584348087;90
2025-10-24;112905.74448861308;90
2025-10-25;2.380848130894997;90
2025-10-26;0.01990234735836602;90
2025-10-27;257684.3436404656;90
2025-10-28;182445.2223749533;90
2025-10-29;152277.16157385192;90
2025-10-30;179614.43837310496;90
2025-10-31;76643.239091353;90
2025-11-01;0.8552028602651824;90
2025-11-02;0.0;90
2025-11-03;96066.34829832331;90
2025-11-04;88193.48107217805;90
2025-11-05;92550.44405446872;90
2025-11-06;63127.92088436577;90
2025-11-07;123652.51068748673;90
2025-11-08;0.31817433810024576;90
2025-11-09;0.0;90
2025-11-10;210733.79353048914;90
2025-11-11;108201.3811051767;90
2025-11-12;168287.71919476654;90
2025-11-13;110659.11818117207;90
2025-11-14;25282.19664553173;90
2025-11-15;0.9453020375513945;90
2025-11-16;0.0;90
2025-11-17;117735.55360472483;90
2025-11-18;45406.742595718606;90
2025-11-19;96573.40056024252;90
2025-11-20;57763.98563991913;90
2025-11-21;165441.81841801558;90
2025-11-22;0.15265953914819924;90
2025-11-23;0.0;90
2025-11-24;343116.38998774893;90
2025-11-25;145792.9238600779;90
2025-11-26;105838.32259214256;90
2025-11-27;142928.236895775;90
2025-11-28;118668.19085768274;90
2025-11-29;1.2997350162825265;90
2025-11-30;0.0;90
2025-12-01;134948.1961784228;90
2025-12-02;269772.0162372161;90
2025-12-03;244431.83899718168;90
2025-12-04;147006.65729138852;90
2025-12-05;173548.9829092383;90
2025-12-06;0.5192283028944007;90
2025-12-07;0.08794134146699276;90
2025-12-08;104919.44500761945;90
2025-12-09;141356.98074602144;90
2025-12-10;172410.05854766327;90
2025-12-11;210423.34479917437;90
2025-12-12;66241.23163005238;90
2025-12-13;1.2818207128105805;90
2025-12-14;0.029204877968361936;90
2025-12-15;162053.8892945238;90
2025-12-16;117599.18469801532;90
2025-12-17;133528.0575307183;90
2025-12-18;113862.59307060472;90
2025-12-19;201545.72682014873;90
2025-12-20;0.6807102503235771;90
2025-12-21;0.23304826809525603;90
2025-12-22;405631.63728365593;90
2025-12-23;303989.63439237844;90
2025-12-24;222675.4763112639;90
2025-12-25;96033.43326639748;90
2025-12-26;67190.22168479692;90
2025-12-27;3.345075212779423;90
2025-12-28;0.0;90
2025-12-29;100033.26874520275;90
2025-12-30;49898.335624204294;90
2025-12-31;41098.16564642732;90
2026-01-01;52068.001463314446;90
2026-01-02;50258.9165308204;90
2026-01-03;0.0;90
2026-01-04;0.0;90
