data;vendas_previstas;forecast_horizon
2025-09-28;0.0255799399075646;30
2025-09-29;163749.54651421943;30
2025-09-30;103112.48800585196;30
2025-10-01;63044.2022230205;30
2025-10-02;73898.89248183156;30
2025-10-03;45370.98047293337;30
2025-10-04;1.906656224868488;30
2025-10-05;0.0040353583548546;30
2025-10-06;119194.12358356672;30
2025-10-07;34742.48703887575;30
2025-10-08;147064.99286956477;30
2025-10-09;144530.02239391452;30
2025-10-10;143842.73671790902;30
2025-10-11;7.201395067789593;30
2025-10-12;0.0262304970357665;30
2025-10-13;228364.30019651065;30
2025-10-14;219476.9373925607;30
2025-10-15;117665.12631637804;30
2025-10-16;96305.5015153973;30
2025-10-17;113741.33102033158;30
2025-10-18;0.1577248446388817;30
2025-10-19;0.0;30
2025-10-20;210797.82709718827;30
2025-10-21;96655.38318520112;30
2025-10-22;278695.1850555059;30
2025-10-23;219963.7003765764;30
2025-10-24;112942.00701285552;30
2025-10-25;2.517319428092609;30
2025-10-26;0.0;30
2025-10-27;210108.92593293107;30
2025-09-28;0.0255799399075646;60
2025-09-29;163749.54651421943;60
2025-09-30;103112.48800585196;60
2025-10-01;63044.2022230205;60
2025-10-02;73898.89248183156;60
2025-10-03;45370.98047293337;60
2025-10-04;1.906656224868488;60
2025-10-05;0.0040353583548546;60
2025-10-06;119194.12358356672;60
2025-10-07;34742.48703887575;60
2025-10-08;147064.99286956477;60
2025-10-09;144530.02239391452;60
2025-10-10;143842.73671790902;60
2025-10-11;7.201395067789593;60
2025-10-12;0.0262304970357665;60
2025-10-13;228364.30019651065;60
2025-10-14;219476.9373925607;60
2025-10-15;117665.12631637804;60
2025-10-16;96305.5015153973;60
2025-10-17;113741.33102033158;60
2025-10-18;0.1577248446388817;60
2025-10-19;0.0;60
2025-10-20;210797.82709718827;60
2025-10-21;96655.38318520112;60
2025-10-22;278695.1850555059;60
2025-10-23;219963.7003765764;60
2025-10-24;112942.00701285552;60
2025-10-25;2.517319428092609;60
2025-10-26;0.0;60
2025-10-27;210108.92593293107;60
2025-10-28;198201.68974167088;60
2025-10-29;185803.8912748293;60
2025-10-30;206733.84195990552;60
2025-10-31;60084.03276548664;60
2025-11-01;0.9756138490451548;60
2025-11-02;0.0546431037842435;60
2025-11-03;101388.78465698518;60
2025-11-04;169872.08673332212;60
2025-11-05;114884.20547272453;60
2025-11-06;77750.20973631943;60
2025-11-07;98154.0596976208;60
2025-11-08;0.0147611134181705;60
2025-11-09;0.0270805354493815;60
2025-11-10;189340.24494653312;60
2025-11-11;179406.41213507994;60
2025-11-12;167833.74106501148;60
2025-11-13;125097.59247197011;60
2025-11-14;33134.66169599825;60
2025-11-15;0.1712521497847127;60
2025-11-16;0.0;60
2025-11-17;150548.83575209143;60
2025-11-18;94193.2373928155;60
2025-11-19;76581.21823482252;60
2025-11-20;38496.48192310816;60
2025-11-21;81190.72502733629;60
2025-11-22;0.4328964223917815;60
2025-11-23;0.0004984082351173;60
2025-11-24;189610.42365698225;60
2025-11-25;105032.12314152674;60
2025-11-26;98790.54310138998;60
2025-09-28;0.0255799399075646;90
2025-09-29;163749.54651421943;90
2025-09-30;103112.48800585196;90
2025-10-01;63044.2022230205;90
2025-10-02;73898.89248183156;90
2025-10-03;45370.98047293337;90
2025-10-04;1.906656224868488;90
2025-10-05;0.0040353583548546;90
2025-10-06;119194.12358356672;90
2025-10-07;34742.48703887575;90
2025-10-08;147064.99286956477;90
2025-10-09;144530.02239391452;90
2025-10-10;143842.73671790902;90
2025-10-11;7.201395067789593;90
2025-10-12;0.0262304970357665;90
2025-10-13;228364.30019651065;90
2025-10-14;219476.9373925607;90
2025-10-15;117665.12631637804;90
2025-10-16;96305.5015153973;90
2025-10-17;113741.33102033158;90
2025-10-18;0.1577248446388817;90
2025-10-19;0.0;90
2025-10-20;210797.82709718827;90
2025-10-21;96655.38318520112;90
2025-10-22;278695.1850555059;90
2025-10-23;219963.7003765764;90
2025-10-24;112942.00701285552;90
2025-10-25;2.517319428092609;90
2025-10-26;0.0;90
2025-10-27;210108.92593293107;90
2025-10-28;198201.68974167088;90
2025-10-29;185803.8912748293;90
2025-10-30;206733.84195990552;90
2025-10-31;60084.03276548664;90
2025-11-01;0.9756138490451548;90
2025-11-02;0.0546431037842435;90
2025-11-03;101388.78465698518;90
2025-11-04;169872.08673332212;90
2025-11-05;114884.20547272453;90
2025-11-06;77750.20973631943;90
2025-11-07;98154.0596976208;90
2025-11-08;0.0147611134181705;90
2025-11-09;0.0270805354493815;90
2025-11-10;189340.24494653312;90
2025-11-11;179406.41213507994;90
2025-11-12;167833.74106501148;90
2025-11-13;125097.59247197011;90
2025-11-14;33134.66169599825;90
2025-11-15;0.1712521497847127;90
2025-11-16;0.0;90
2025-11-17;150548.83575209143;90
2025-11-18;94193.2373928155;90
2025-11-19;76581.21823482252;90
2025-11-20;38496.48192310816;90
2025-11-21;81190.72502733629;90
2025-11-22;0.4328964223917815;90
2025-11-23;0.0004984082351173;90
2025-11-24;189610.42365698225;90
2025-11-25;105032.12314152674;90
2025-11-26;98790.54310138998;90
2025-11-27;263918.5507255829;90
2025-11-28;182417.76823790613;90
2025-11-29;0.7865242773761345;90
2025-11-30;0.0;90
2025-12-01;108943.02527494331;90
2025-12-02;126499.79251473933;90
2025-12-03;181990.77268922457;90
2025-12-04;104056.15404599176;90
2025-12-05;86319.53537632765;90
2025-12-06;0.052074638832583;90
2025-12-07;0.009765605657891;90
2025-12-08;147890.64787324914;90
2025-12-09;137124.561988064;90
2025-12-10;150647.19805361688;90
