mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
3.340848869811148;0.030289377492809976;0.039193450547875854;3.2928789128188933;0.009611251978845388;-0.4536300425485875;0.0;013BW_ERP_BI;2025-10-04 13:34:14.800636
