mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
25.79374088868095;0.16304263471161456;0.19275531666219384;22.49253200948849;-0.004460881009327433;-0.26025765449571425;0.0;014ZI_ERP_BI;2025-09-28 08:20:48.754979
