mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
4.185846837476515;0.03795398626919559;0.04723687909548982;4.17222653282654;0.0022786836223651756;0.0023438368684588484;0.0;013CRO_ERP_BI;2025-09-28 08:20:22.720800
