metrica;valor;forecast_horizon
MAPE;9.229804408071809;90
MAE;0.10660060435326557;90
RMSE;0.2303618076427339;90
sMAPE;15.038168814151078;90
Bias;0.02378790151403736;90
R2;0.0;90
forecast_horizon;90.0;90
