mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
7.407831896911053;0.06285993567675098;0.07423930534554005;7.445261080010175;-0.005618169233307764;-0.31137821765306994;0.0;014CST_IJC_BI;2025-09-28 08:20:35.430195
