metrica;valor;forecast_horizon
MAPE;4.196048282437947;30
MAE;0.06780245170815781;30
RMSE;0.20943475246529714;30
sMAPE;69.63070835375697;30
Bias;0.04576507358771427;30
R2;0.7373045548496503;30
forecast_horizon;30.0;30
