empresa;metrica;valor
I3C;MAPE;17.855012607615883
I3C;MAE;0.10065194589835229
I3C;RMSE;0.1458931480341053
I3C;sMAPE;18.14933890895737
I3C;Bias;0.03373956472169874
I3C;R2;-0.2667593729538025
I3C;forecast_horizon;30.0
