empresa;MAPE;MAE;RMSE;sMAPE;R2;Bias;forecast_horizon
I3C;18.35188538302958;0.10336099590909047;0.14724877141201148;18.62084381960102;-0.35833228641247983;0.035184639777804956;30.0
