empresa;metrica;valor
001;MAPE;24.884050542954462
001;MAE;0.1913808267579217
001;RMSE;0.274466318005082
001;sMAPE;41.67430244742071
001;Bias;0.012742986331083771
001;R2;-0.1448142164214714
001;forecast_horizon;30.0
