metrica;valor;forecast_horizon
MAPE;4.5472785695400395;90
MAE;0.03836743560245553;90
RMSE;0.06686366802406155;90
sMAPE;4.483745658645914;90
Bias;-0.008160137313639659;90
R2;0.30202575446117086;90
forecast_horizon;90.0;90
