mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
62.90388148093379;0.28317212388409513;0.33085587612759565;65.7108354314086;0.02769292613299557;-0.30499261692880286;0.09836065573770492;014CST_ERP_BI;2025-10-04 13:34:36.445298
