metrica;valor;forecast_horizon
MAPE;2.20733368885896;90
MAE;0.028840884603877986;90
RMSE;0.11838259426290627;90
sMAPE;4.263650486685058;90
Bias;0.0048283856377625;90
R2;0.06456660991197753;90
forecast_horizon;90.0;90
