mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
19.281981021677748;0.07980008392151056;0.125760318558644;13.521100911789196;0.019066093517302644;0.6682779933388202;0.0;006GF_BI;2025-09-28 08:19:14.104773
