model;MAPE;MAE;RMSE;sMAPE;Bias;R2
lightgbm;21.298388979846;0.14421781893385574;0.2540319657476245;41.55106597323065;0.07247929776464497;0.3770766599744414
autoarima;30.444423273489306;0.24701334777955228;0.32272833680707885;51.66819400682063;0.023617425618317946;-0.005384222248600468
nhits;30.7978179936924;0.24859012581029918;0.32132065961815404;52.08462887000909;0.020158108074649243;0.003367224341899955
nbeats;26.666001353537794;0.21775874544900806;0.3156048205079831;47.16393574895164;0.08882897131842293;0.038509225171704964
tft;29.047292228572896;0.12776423363442338;0.20944018747511395;47.2741682942966;0.010699560003028206;0.5765736296700126
