metrica;valor;forecast_horizon
MAPE;21.449808444447775;30
MAE;0.15606701067769113;30
RMSE;0.2704939759363363;30
sMAPE;41.28368315525977;30
Bias;0.08610130375671866;30
R2;0.3007157477750203;30
forecast_horizon;30.0;30
