mape;mae;rmse;smape;bias;r2;zero_prediction_accuracy;database;timestamp
1.6307853942417472;0.01574044586110324;0.07156149505186112;2.209671381702361;0.002940387928092008;0.004194731882184777;0.00546448087431694;012DIPUA_ERP_BI;2025-10-04 13:34:04.111876
